Season,Division,Team,G#,Opp,Spread,Over/Under,Result,vs. Line,OU Result
2021,AFC South,IND,9,NYJ,-10.5,46,"W, 45-30",Won,Over
2007,AFC South,IND,17,SDG,-11,47,"L, 24-28",Lost,Over
2019,AFC South,IND,9,MIA,-11,44.5,"L, 12-16",Lost,Under
2002,AFC South,IND,12,HOU,-11.5,39.5,"W, 19-3",Won,Under
2013,AFC South,IND,1,OAK,-11.5,45,"W, 21-17",Lost,Under
2013,AFC South,IND,16,JAX,-11.5,45,"W, 30-10",Won,Under
2004,AFC South,IND,12,TEN,-12,54,"W, 51-24",Won,Over
2006,AFC South,IND,2,HOU,-12.5,47,"W, 43-24",Won,Over
2006,AFC South,IND,9,BUF,-12.5,45,"W, 17-16",Lost,Under
2020,AFC South,IND,3,NYJ,-12.5,44,"W, 36-7",Won,Under
2003,AFC South,IND,7,HOU,-13,44,"W, 30-21",Lost,Over
2005,AFC South,IND,6,STL,-13,50.5,"W, 45-28",Won,Over
2002,AFC South,IND,4,CIN,-13.5,43,"W, 28-21",Lost,Over
2005,AFC South,IND,3,CLE,-13.5,47,"W, 13-6",Lost,Under
2008,AFC South,IND,13,CIN,-13.5,41.5,"W, 35-3",Won,Under
2009,AFC South,IND,7,SFO,-13.5,44.5,"W, 18-14",Lost,Under
2014,AFC South,IND,11,JAX,-13.5,49,"W, 23-3",Won,Under
2005,AFC South,IND,5,@SFO,-14,47,"W, 28-3",Won,Under
2005,AFC South,IND,12,TEN,-14,47.5,"W, 35-3",Won,Under
2007,AFC South,IND,11,@ATL,-14,42.5,"W, 31-13",Won,Over
2005,AFC South,IND,7,@HOU,-14.5,44.5,"W, 38-20",Won,Over
2007,AFC South,IND,10,KAN,-14.5,41.5,"W, 13-10",Lost,Under
2009,AFC South,IND,6,@STL,-14.5,45,"W, 42-6",Won,Over
2021,AFC South,IND,17,@JAX,-15,43.5,"L, 11-26",Lost,Under
2020,AFC South,IND,16,JAX,-15.5,47.5,"W, 28-14",Lost,Under
2005,AFC South,IND,9,HOU,-17,45,"W, 31-17",Lost,Over
2008,AFC South,IND,14,DET,-17,45,"W, 31-21",Lost,Over
2006,AFC South,IND,5,TEN,-18,47.5,"W, 14-13",Lost,Under
2013,AFC South,JAX,6,@DEN,26.5,53,"L, 19-35",Won,Over
2013,AFC South,JAX,3,@SEA,20,39,"L, 17-45",Lost,Over
2021,AFC South,JAX,16,@NWE,16.5,41.5,"L, 10-50",Lost,Over
2012,AFC South,JAX,7,@GNB,16,45.5,"L, 15-24",Won,Under
2012,AFC South,JAX,10,@HOU,15.5,40.5,"L, 37-43",Won,Over
2020,AFC South,JAX,16,@IND,15.5,47.5,"L, 14-28",Won,Under
2021,AFC South,JAX,17,IND,15,43.5,"W, 26-11",Won,Under
2012,AFC South,JAX,15,NWE,14.5,51,"L, 16-23",Won,Under
2013,AFC South,JAX,8,SFO,14.5,40,"L, 10-42",Lost,Over
2021,AFC South,JAX,8,BUF,14.5,48.5,"W, 9-6",Won,Under
2024,AFC South,JAX,11,@DET,14,47,"L, 6-52",Lost,Over
2007,AFC South,JAX,18,@NWE,13.5,51.5,"L, 20-31",Won,Under
2011,AFC South,JAX,14,@ATL,13.5,42,"L, 14-41",Lost,Over
2014,AFC South,JAX,11,@IND,13.5,49,"L, 3-23",Lost,Under
2014,AFC South,JAX,14,@BAL,13.5,45,"L, 12-20",Won,Under
2015,AFC South,JAX,3,@NWE,13.5,49,"L, 17-51",Lost,Over
2020,AFC South,JAX,9,@GNB,13.5,47.5,"L, 20-24",Won,Under
2020,AFC South,JAX,14,@BAL,13,49,"L, 14-40",Lost,Over
2021,AFC South,JAX,12,@LAR,13,48,"L, 7-37",Lost,Under
2011,AFC South,JAX,6,@PIT,12.5,40,"L, 13-17",Won,Under
2014,AFC South,JAX,4,@SDG,12.5,45,"L, 14-33",Lost,Over
2013,AFC South,JAX,9,@TEN,11.5,42,"W, 29-27",Won,Over
2013,AFC South,JAX,16,@IND,11.5,45,"L, 10-30",Lost,Under
2013,AFC South,JAX,5,@STL,11,40.5,"L, 20-34",Lost,Over
2020,AFC South,JAX,10,PIT,11,47.5,"L, 3-27",Lost,Under
2008,AFC South,JAX,16,@BAL,10.5,37.5,"L, 7-27",Lost,Under
2011,AFC South,JAX,7,BAL,10.5,39,"W, 12-7",Won,Under
2014,AFC South,JAX,1,@PHI,10.5,52,"L, 17-34",Lost,Under
2020,AFC South,JAX,12,@MIN,10.5,51.5,"L, 24-27",Won,Under
2011,AFC South,JAX,8,@HOU,10,41,"L, 14-24",Push,Under
2014,AFC South,JAX,9,@CIN,10,44,"L, 23-33",Push,Over
2021,AFC South,JAX,9,@IND,10,47.5,"L, 17-23",Won,Under
2013,AFC South,JAX,4,IND,9.5,42.5,"L, 3-37",Lost,Under
2015,AFC South,JAX,4,@IND,9.5,48,"L, 13-16",Won,Under
2020,AFC South,JAX,15,CHI,9.5,47,"L, 17-41",Lost,Over
2003,AFC South,JAX,10,@TEN,9,44.5,"L, 3-10",Won,Under
2004,AFC South,JAX,7,@IND,9,47,"W, 27-24",Won,Over
2005,AFC South,JAX,2,@IND,9,46,"L, 3-10",Won,Under
2009,AFC South,JAX,15,@NWE,9,44.5,"L, 7-35",Lost,Under
2010,AFC South,JAX,7,@KAN,9,39,"L, 20-42",Lost,Over
2011,AFC South,JAX,2,@NYJ,9,38.5,"L, 3-32",Lost,Under
2011,AFC South,JAX,4,NOR,9,45,"L, 10-23",Lost,Under
2013,AFC South,JAX,10,ARI,9,40.5,"L, 14-27",Lost,Over
2022,AFC South,JAX,10,@KAN,9,51,"L, 17-27",Lost,Under
2022,AFC South,JAX,19,@KAN,9,52.5,"L, 20-27",Won,Under
2002,AFC South,JAX,16,@IND,8.5,40.5,"L, 13-20",Won,Under
2011,AFC South,JAX,15,@TEN,8.5,38.5,"L, 17-23",Won,Over
2016,AFC South,JAX,11,@BUF,8.5,43.5,"L, 21-28",Won,Over
2021,AFC South,JAX,13,@TEN,8.5,43.5,"L, 0-20",Lost,Under
2005,AFC South,JAX,17,@NWE,8,37.5,"L, 3-28",Lost,Under
2006,AFC South,JAX,7,@PHI,8,39,"W, 13-6",Won,Under
2015,AFC South,JAX,8,@NYJ,8,42,"L, 23-28",Won,Over
2020,AFC South,JAX,7,@LAC,8,48,"L, 29-39",Lost,Over
2003,AFC South,JAX,3,@IND,7.5,42,"L, 13-23",Lost,Under
2005,AFC South,JAX,13,IND,7.5,43,"L, 18-26",Lost,Over
2010,AFC South,JAX,11,@NYG,7.5,44,"L, 20-24",Won,Push
2012,AFC South,JAX,14,@MIA,7.5,38,"L, 3-24",Lost,Under
2013,AFC South,JAX,12,@CLE,7.5,39.5,"W, 32-28",Won,Over
2014,AFC South,JAX,10,DAL,7.5,45,"L, 17-31",Lost,Over
2014,AFC South,JAX,16,@HOU,7.5,38,"L, 17-23",Won,Over
2017,AFC South,JAX,5,@PIT,7.5,41,"W, 30-9",Won,Under
2017,AFC South,JAX,19,@NWE,7.5,46,"L, 20-24",Won,Under
2019,AFC South,JAX,2,@HOU,7.5,43,"L, 12-13",Won,Under
2019,AFC South,JAX,15,@ATL,7.5,48,"L, 12-24",Lost,Under
2020,AFC South,JAX,11,CLE,7.5,48,"L, 25-27",Won,Over
2020,AFC South,JAX,13,TEN,7.5,52.5,"L, 10-31",Lost,Under
2021,AFC South,JAX,3,ARI,7.5,51.5,"L, 19-31",Lost,Under
2021,AFC South,JAX,4,@CIN,7.5,46.5,"L, 21-24",Won,Under
2024,AFC South,JAX,9,@PHI,7.5,45.5,"L, 23-28",Won,Over
2003,AFC South,JAX,8,@BAL,7,37.5,"L, 17-24",Push,Over
2007,AFC South,JAX,12,@IND,7,45,"L, 25-28",Won,Over
2007,AFC South,JAX,16,@HOU,7,42,"L, 28-42",Lost,Over
2010,AFC South,JAX,2,@SDG,7,45,"L, 13-38",Lost,Over
2010,AFC South,JAX,4,IND,7,46,"W, 31-28",Won,Over
2012,AFC South,JAX,2,HOU,7,40,"L, 7-27",Lost,Under
2013,AFC South,JAX,7,SDG,7,44.5,"L, 6-24",Lost,Under
2014,AFC South,JAX,3,IND,7,45,"L, 17-44",Lost,Over
2014,AFC South,JAX,8,MIA,7,42.5,"L, 13-27",Lost,Under
2016,AFC South,JAX,8,@KAN,7,42.5,"L, 14-19",Won,Under
2017,AFC South,JAX,18,@PIT,7,40.5,"W, 45-42",Won,Over
2018,AFC South,JAX,16,@HOU,7,39.5,"L, 3-20",Lost,Under
2019,AFC South,JAX,14,@OAK,7,47,"W, 20-16",Won,Under
2020,AFC South,JAX,1,IND,7,44,"W, 27-20",Won,Over
2020,AFC South,JAX,2,@TEN,7,44.5,"L, 30-33",Won,Over
2020,AFC South,JAX,8,HOU,7,49,"L, 25-27",Won,Over
2024,AFC South,JAX,10,MIN,7,43.5,"L, 7-12",Won,Under
2006,AFC South,JAX,3,@IND,6.5,41.5,"L, 14-21",Lost,Under
2008,AFC South,JAX,13,@CHI,6.5,40,"L, 10-23",Lost,Under
2009,AFC South,JAX,9,@NYJ,6.5,41,"W, 24-22",Won,Over
2010,AFC South,JAX,8,@DAL,6.5,44,"W, 35-17",Won,Over
2011,AFC South,JAX,11,HOU,6.5,37,"L, 13-20",Lost,Under
2012,AFC South,JAX,5,CHI,6.5,40,"L, 3-41",Lost,Over
2014,AFC South,JAX,13,HOU,6.5,42,"L, 13-27",Lost,Under
2015,AFC South,JAX,16,@HOU,6.5,45.5,"L, 6-30",Lost,Under
2020,AFC South,JAX,5,@HOU,6.5,55,"L, 14-30",Lost,Under
2021,AFC South,JAX,10,SFO,6.5,45,"L, 10-30",Lost,Under
2022,AFC South,JAX,4,@PHI,6.5,45.5,"L, 21-29",Lost,Over
2003,AFC South,JAX,9,IND,6,44,"W, 28-23",Won,Over
2003,AFC South,JAX,14,@NWE,6,33,"L, 13-27",Lost,Over
2004,AFC South,JAX,3,@TEN,6,34.5,"W, 15-12",Won,Under
2004,AFC South,JAX,11,@MIN,6,45.5,"L, 16-27",Lost,Under
2008,AFC South,JAX,15,IND,6,44,"L, 24-31",Lost,Over
2009,AFC South,JAX,1,@IND,6,45,"L, 12-14",Won,Under
2012,AFC South,JAX,6,@OAK,6,44,"L, 23-26",Won,Over
2012,AFC South,JAX,8,DET,6,44,"L, 14-31",Lost,Over
2012,AFC South,JAX,12,@BUF,6,42,"L, 18-34",Lost,Over
2014,AFC South,JAX,2,@WAS,6,42.5,"L, 10-41",Lost,Over
2014,AFC South,JAX,5,PIT,6,47.5,"L, 9-17",Lost,Under
2015,AFC South,JAX,2,MIA,6,41.5,"W, 23-20",Won,Over
2021,AFC South,JAX,2,DEN,6,45,"L, 13-23",Lost,Under
2012,AFC South,JAX,16,@TEN,5.5,42,"L, 20-38",Lost,Over
2016,AFC South,JAX,10,@DET,5.5,47,"L, 19-26",Lost,Under
2016,AFC South,JAX,16,@IND,5.5,48.5,"L, 20-24",Won,Under
2017,AFC South,JAX,1,@HOU,5.5,38,"W, 29-7",Won,Under
2018,AFC South,JAX,13,@TEN,5.5,37.5,"L, 9-30",Lost,Over
2023,AFC South,JAX,5,@BUF,5.5,48.5,"W, 25-20",Won,Under
2024,AFC South,JAX,3,@BUF,5.5,45.5,"L, 10-47",Lost,Over
2024,AFC South,JAX,4,@HOU,5.5,44.5,"L, 20-24",Won,Under
2005,AFC South,JAX,6,@PIT,5,36,"W, 23-17",Won,Over
2013,AFC South,JAX,2,@OAK,5,40.5,"L, 9-19",Lost,Under
2015,AFC South,JAX,9,@BAL,5,47.5,"W, 22-20",Won,Under
2019,AFC South,JAX,16,IND,5,41.5,"W, 38-20",Won,Over
2003,AFC South,JAX,7,TEN,4.5,43.5,"L, 17-30",Lost,Over
2009,AFC South,JAX,3,@HOU,4.5,47.5,"W, 31-24",Won,Over
2010,AFC South,JAX,14,@IND,4.5,48,"L, 24-34",Lost,Over
2013,AFC South,JAX,1,KAN,4.5,42.5,"L, 2-28",Lost,Under
2019,AFC South,JAX,11,@TEN,4.5,42,"L, 20-42",Lost,Over
2021,AFC South,JAX,5,TEN,4.5,48.5,"L, 19-37",Lost,Over
2003,AFC South,JAX,1,@CAR,4,34.5,"L, 23-24",Won,Over
2003,AFC South,JAX,11,@NYJ,4,43,"L, 10-13",Won,Under
2004,AFC South,JAX,4,IND,4,42,"L, 17-24",Lost,Under
2008,AFC South,JAX,3,@IND,4,42,"W, 23-21",Won,Over
2010,AFC South,JAX,16,@HOU,4,48,"L, 17-34",Lost,Over
2013,AFC South,JAX,14,BUF,4,43,"L, 20-27",Lost,Over
2013,AFC South,JAX,15,TEN,4,44,"L, 16-20",Push,Under
2014,AFC South,JAX,6,@TEN,4,42.5,"L, 14-16",Won,Under
2014,AFC South,JAX,7,CLE,4,45,"W, 24-6",Won,Under
2015,AFC South,JAX,7,BUF,4,41,"W, 34-31",Won,Over
2016,AFC South,JAX,15,TEN,4,44,"W, 38-17",Won,Over
2018,AFC South,JAX,10,PIT,4,47,"L, 16-20",Push,Under
2018,AFC South,JAX,12,IND,4,45.5,"W, 6-0",Won,Under
2022,AFC South,JAX,14,DAL,4,48,"W, 40-34",Won,Over
2024,AFC South,JAX,8,GNB,4,49.5,"L, 27-30",Won,Over
2002,AFC South,JAX,1,IND,3.5,44,"L, 25-28",Won,Over
2002,AFC South,JAX,2,@KAN,3.5,46,"W, 23-16",Won,Under
2003,AFC South,JAX,6,MIA,3.5,38,"L, 10-24",Lost,Under
2004,AFC South,JAX,14,@GNB,3.5,37,"W, 28-25",Won,Over
2007,AFC South,JAX,7,@TAM,3.5,32,"W, 24-23",Won,Over
2007,AFC South,JAX,9,@TEN,3.5,36,"W, 28-13",Won,Over
2009,AFC South,JAX,4,TEN,3.5,42,"W, 37-17",Won,Over
2011,AFC South,JAX,3,@CAR,3.5,43.5,"L, 10-16",Lost,Under
2012,AFC South,JAX,1,@MIN,3.5,38,"L, 23-26",Won,Over
2012,AFC South,JAX,9,IND,3.5,43.5,"L, 10-27",Lost,Under
2012,AFC South,JAX,11,TEN,3.5,45,"W, 24-19",Won,Under
2013,AFC South,JAX,13,HOU,3.5,43.5,"W, 27-20",Won,Over
2016,AFC South,JAX,1,GNB,3.5,47,"L, 23-27",Lost,Over
2016,AFC South,JAX,12,DEN,3.5,38.5,"L, 10-20",Lost,Under
2016,AFC South,JAX,14,@HOU,3.5,39.5,"L, 20-21",Won,Over
2018,AFC South,JAX,8,PHI,3.5,44,"L, 18-24",Lost,Under
2019,AFC South,JAX,1,KAN,3.5,49,"L, 26-40",Lost,Over
2019,AFC South,JAX,13,LAC,3.5,42,"L, 10-45",Lost,Over
2021,AFC South,JAX,7,@SEA,3.5,44.5,"L, 7-31",Lost,Under
2022,AFC South,JAX,11,BAL,3.5,43,"W, 28-27",Won,Over
2022,AFC South,JAX,13,@TEN,3.5,41,"W, 36-22",Won,Over
2023,AFC South,JAX,2,KAN,3.5,51,"L, 9-17",Lost,Under
2024,AFC South,JAX,1,@MIA,3.5,49.5,"L, 17-20",Won,Under
2024,AFC South,JAX,12,HOU,3.5,44,"L, 20-23",Won,Under
2024,AFC South,JAX,13,@TEN,3.5,40,"W, 10-6",Won,Under
2024,AFC South,JAX,14,NYJ,3.5,40.5,"L, 25-32",Lost,Over
2024,AFC South,JAX,17,@IND,3.5,45,"L, 23-26",Won,Over
2002,AFC South,JAX,4,PHI,3,42.5,"W, 28-25",Won,Over
2002,AFC South,JAX,8,@NYG,3,35.5,"L, 17-24",Lost,Over
2002,AFC South,JAX,12,PIT,3,44,"L, 23-25",Won,Over
2002,AFC South,JAX,15,TEN,3,41.5,"L, 10-28",Lost,Under
2003,AFC South,JAX,2,BUF,3,42,"L, 17-38",Lost,Over
2003,AFC South,JAX,12,TAM,3,37,"W, 17-10",Won,Under
2004,AFC South,JAX,1,@BUF,3,35,"W, 13-10",Won,Under
2004,AFC South,JAX,2,DEN,3,38,"W, 7-6",Won,Under
2004,AFC South,JAX,12,PIT,3,35.5,"L, 16-17",Won,Under
2007,AFC South,JAX,3,@DEN,3,36,"W, 23-14",Won,Over
2007,AFC South,JAX,6,IND,3,45.5,"L, 7-29",Lost,Under
2007,AFC South,JAX,8,@NOR,3,40,"L, 24-41",Lost,Over
2007,AFC South,JAX,14,@PIT,3,34.5,"W, 29-22",Won,Over
2008,AFC South,JAX,6,@DEN,3,48,"W, 24-17",Won,Under
2008,AFC South,JAX,10,TEN,3,40,"L, 14-24",Lost,Under
2008,AFC South,JAX,12,@HOU,3,48.5,"L, 17-30",Lost,Under
2009,AFC South,JAX,7,@TEN,3,44.5,"L, 13-30",Lost,Under
2009,AFC South,JAX,11,@SFO,3,42.5,"L, 3-20",Lost,Under
2009,AFC South,JAX,14,IND,3,43.5,"L, 31-35",Lost,Over
2010,AFC South,JAX,3,PHI,3,45,"L, 3-28",Lost,Under
2010,AFC South,JAX,6,TEN,3,43.5,"L, 3-30",Lost,Under
2010,AFC South,JAX,12,@TEN,3,43.5,"W, 17-6",Won,Under
2011,AFC South,JAX,12,SDG,3,39.5,"L, 14-38",Lost,Over
2011,AFC South,JAX,13,TAM,3,42,"W, 41-14",Won,Over
2012,AFC South,JAX,3,@IND,3,42,"W, 22-17",Won,Under
2012,AFC South,JAX,13,NYJ,3,39,"L, 10-17",Lost,Under
2014,AFC South,JAX,12,NYG,3,44,"W, 25-24",Won,Over
2015,AFC South,JAX,1,CAR,3,40.5,"L, 9-20",Lost,Under
2015,AFC South,JAX,15,@NOR,3,51.5,"L, 27-38",Lost,Over
2016,AFC South,JAX,2,@SDG,3,47.5,"L, 14-38",Lost,Over
2016,AFC South,JAX,7,@TEN,3,43.5,"L, 22-36",Lost,Over
2016,AFC South,JAX,13,MIN,3,38,"L, 16-25",Lost,Over
2017,AFC South,JAX,3,BAL,3,38,"W, 44-7",Won,Over
2018,AFC South,JAX,5,@KAN,3,48,"L, 14-30",Lost,Under
2018,AFC South,JAX,9,@IND,3,48,"L, 26-29",Push,Over
2018,AFC South,JAX,15,@MIA,3,39.5,"W, 17-7",Won,Under
2019,AFC South,JAX,5,@CAR,3,41,"L, 27-34",Lost,Over
2019,AFC South,JAX,12,TAM,3,46.5,"L, 11-28",Lost,Under
2020,AFC South,JAX,6,DET,3,52.5,"L, 16-34",Lost,Under
2021,AFC South,JAX,6,MIA,3,47,"W, 23-20",Won,Under
2022,AFC South,JAX,1,@WAS,3,43,"L, 22-28",Lost,Over
2022,AFC South,JAX,2,IND,3,45,"W, 24-0",Won,Under
2022,AFC South,JAX,3,@LAC,3,42.5,"W, 38-10",Won,Over
2023,AFC South,JAX,9,SFO,3,44.5,"L, 3-34",Lost,Under
2023,AFC South,JAX,14,BAL,3,42,"L, 7-23",Lost,Under
2003,AFC South,JAX,16,@ATL,2.5,44,"L, 14-21",Lost,Under
2004,AFC South,JAX,6,KAN,2.5,44,"W, 22-16",Won,Under
2005,AFC South,JAX,3,@NYJ,2.5,34.5,"W, 26-20",Won,Over
2006,AFC South,JAX,1,DAL,2.5,36.5,"W, 24-17",Won,Over
2006,AFC South,JAX,2,PIT,2.5,36.5,"W, 9-0",Won,Under
2006,AFC South,JAX,16,@KAN,2.5,37,"L, 30-35",Lost,Over
2008,AFC South,JAX,14,GNB,2.5,46,"W, 20-16",Won,Under
2010,AFC South,JAX,5,@BUF,2.5,41.5,"W, 36-26",Won,Over
2011,AFC South,JAX,5,CIN,2.5,37,"L, 20-30",Lost,Over
2015,AFC South,JAX,5,@TAM,2.5,41.5,"L, 31-38",Lost,Over
2015,AFC South,JAX,12,@TEN,2.5,43.5,"L, 39-42",Lost,Over
2016,AFC South,JAX,3,BAL,2.5,45,"L, 17-19",Won,Under
2016,AFC South,JAX,5,@CHI,2.5,46,"W, 17-16",Won,Under
2017,AFC South,JAX,16,@TEN,2.5,40,"L, 10-15",Lost,Under
2019,AFC South,JAX,4,@DEN,2.5,37,"W, 26-24",Won,Over
2019,AFC South,JAX,10,@IND,2.5,41.5,"L, 13-33",Lost,Over
2022,AFC South,JAX,9,LVR,2.5,48,"W, 27-20",Won,Under
2022,AFC South,JAX,18,LAC,2.5,47.5,"W, 31-30",Won,Over
2023,AFC South,JAX,7,@NOR,2.5,40.5,"W, 31-24",Won,Over
2023,AFC South,JAX,13,@CLE,2.5,34,"L, 27-31",Lost,Over
2024,AFC South,JAX,15,@LVR,2.5,41,"L, 14-19",Lost,Under
2004,AFC South,JAX,8,@HOU,2,42,"L, 6-20",Lost,Under
2009,AFC South,JAX,5,@SEA,2,44.5,"L, 0-41",Lost,Under
2009,AFC South,JAX,16,@CLE,2,35,"L, 17-23",Lost,Over
2018,AFC South,JAX,2,NWE,2,44.5,"W, 31-20",Won,Over
2021,AFC South,JAX,11,ATL,2,45.5,"L, 14-21",Lost,Under
2022,AFC South,JAX,15,@NYJ,2,37,"W, 19-3",Won,Under
2009,AFC South,JAX,12,HOU,1.5,47.5,"W, 23-18",Won,Under
2011,AFC South,JAX,1,TEN,1.5,38,"W, 16-14",Won,Under
2011,AFC South,JAX,10,@CLE,1.5,34.5,"L, 10-14",Lost,Under
2019,AFC South,JAX,3,TEN,1.5,38,"W, 20-7",Won,Under
2021,AFC South,JAX,15,@NYJ,1.5,41,"L, 21-26",Lost,Over
2022,AFC South,JAX,6,@IND,1.5,41,"L, 27-34",Lost,Over
2006,AFC South,JAX,13,IND,1,44,"W, 44-17",Won,Over
2016,AFC South,JAX,4,IND,1,48,"W, 30-27",Won,Over
2017,AFC South,JAX,2,TEN,1,42,"L, 16-37",Lost,Over
2020,AFC South,JAX,4,@CIN,1,50,"L, 25-33",Lost,Over
2022,AFC South,JAX,12,@DET,1,51,"L, 14-40",Lost,Over
2006,AFC South,JAX,12,@MIA,0,35.5,"W, 24-10",Won,Under
2010,AFC South,JAX,9,HOU,0,48.5,"W, 31-24",Won,Over
2024,AFC South,JAX,16,TEN,0,39,"W, 20-13",Won,Under
2017,AFC South,JAX,6,LAR,-1,42,"L, 17-27",Lost,Over
2019,AFC South,JAX,9,HOU,-1,46,"L, 3-26",Lost,Under
2023,AFC South,JAX,15,@TAM,-1,43.5,"L, 12-30",Lost,Under
2024,AFC South,JAX,6,@CHI,-1,45,"L, 16-35",Lost,Over
2002,AFC South,JAX,5,@TEN,-1.5,44,"L, 14-23",Lost,Under
2002,AFC South,JAX,6,@BAL,-1.5,38,"L, 10-17",Lost,Under
2002,AFC South,JAX,9,WAS,-1.5,39.5,"W, 26-7",Won,Under
2012,AFC South,JAX,4,CIN,-1.5,45.5,"L, 10-27",Lost,Under
2015,AFC South,JAX,13,IND,-1.5,46,"W, 51-16",Won,Over
2023,AFC South,JAX,11,@HOU,-1.5,48,"W, 24-21",Won,Under
2007,AFC South,JAX,4,@KAN,-2,35,"W, 17-7",Won,Under
2009,AFC South,JAX,13,MIA,-2,43,"L, 10-14",Lost,Under
2013,AFC South,JAX,11,@HOU,-2,44,"W, 13-6",Won,Under
2016,AFC South,JAX,6,OAK,-2,47.5,"L, 16-33",Lost,Over
2022,AFC South,JAX,8,DEN,-2,40.5,"L, 17-21",Lost,Under
2002,AFC South,JAX,11,@DAL,-2.5,34,"L, 19-21",Lost,Over
2002,AFC South,JAX,13,CLE,-2.5,41.5,"L, 20-21",Lost,Under
2003,AFC South,JAX,4,@HOU,-2.5,37.5,"L, 20-24",Lost,Over
2004,AFC South,JAX,5,@SDG,-2.5,37,"L, 21-34",Lost,Over
2004,AFC South,JAX,16,@OAK,-2.5,43,"W, 13-6",Won,Under
2007,AFC South,JAX,17,@PIT,-2.5,40,"W, 31-29",Lost,Over
2008,AFC South,JAX,11,MIN,-2.5,41.5,"L, 12-30",Lost,Over
2010,AFC South,JAX,10,CLE,-2.5,43,"W, 24-20",Won,Over
2015,AFC South,JAX,6,HOU,-2.5,43,"L, 20-31",Lost,Over
2015,AFC South,JAX,10,TEN,-2.5,43,"W, 19-13",Won,Under
2018,AFC South,JAX,1,@NYG,-2.5,43,"W, 20-15",Won,Under
2019,AFC South,JAX,6,NOR,-2.5,42.5,"L, 6-13",Lost,Under
2020,AFC South,JAX,3,MIA,-2.5,49.5,"L, 13-31",Lost,Under
2023,AFC South,JAX,8,@PIT,-2.5,40.5,"W, 20-10",Won,Under
2002,AFC South,JAX,14,@CIN,-3,45,"W, 29-15",Won,Under
2003,AFC South,JAX,5,SDG,-3,42.5,"W, 27-21",Won,Over
2003,AFC South,JAX,15,NOR,-3,42,"W, 20-19",Lost,Under
2004,AFC South,JAX,10,TEN,-3,36,"L, 15-18",Lost,Under
2005,AFC South,JAX,1,SEA,-3,40,"W, 26-14",Won,Push
2005,AFC South,JAX,5,CIN,-3,38,"W, 23-20",Push,Over
2005,AFC South,JAX,7,@STL,-3,43,"L, 21-24",Lost,Over
2005,AFC South,JAX,12,@CLE,-3,36.5,"W, 20-14",Won,Under
2006,AFC South,JAX,4,@WAS,-3,34,"L, 30-36",Lost,Over
2006,AFC South,JAX,11,@BUF,-3,35,"L, 24-27",Lost,Over
2006,AFC South,JAX,15,NWE,-3,37,"L, 21-24",Lost,Over
2007,AFC South,JAX,10,SDG,-3,40.5,"W, 24-17",Won,Over
2008,AFC South,JAX,1,@TEN,-3,36.5,"L, 10-17",Lost,Under
2009,AFC South,JAX,2,ARI,-3,44,"L, 17-31",Lost,Over
2010,AFC South,JAX,1,DEN,-3,41.5,"W, 24-17",Won,Under
2011,AFC South,JAX,9,@IND,-3,37.5,"W, 17-3",Won,Under
2011,AFC South,JAX,16,IND,-3,37,"W, 19-13",Won,Under
2015,AFC South,JAX,14,ATL,-3,49,"L, 17-23",Lost,Under
2016,AFC South,JAX,9,HOU,-3,42,"L, 21-24",Lost,Over
2017,AFC South,JAX,7,@IND,-3,41,"W, 27-0",Won,Under
2017,AFC South,JAX,13,SEA,-3,41,"W, 30-24",Won,Over
2018,AFC South,JAX,6,@DAL,-3,39,"L, 7-40",Lost,Over
2018,AFC South,JAX,11,@BUF,-3,36.5,"L, 21-24",Lost,Over
2021,AFC South,JAX,1,@HOU,-3,45,"L, 21-37",Lost,Over
2022,AFC South,JAX,7,NYG,-3,43.5,"L, 17-23",Lost,Under
2022,AFC South,JAX,16,@HOU,-3,43,"W, 31-3",Won,Under
2024,AFC South,JAX,2,CLE,-3,41,"L, 13-18",Lost,Under
2024,AFC South,JAX,5,IND,-3,45,"W, 37-34",Push,Over
2002,AFC South,JAX,3,NYJ,-3.5,41.5,"W, 28-3",Won,Under
2004,AFC South,JAX,9,DET,-3.5,34.5,"W, 23-17",Won,Over
2005,AFC South,JAX,11,@ARI,-3.5,41.5,"W, 24-17",Won,Under
2006,AFC South,JAX,10,NYG,-3.5,38.5,"W, 26-10",Won,Under
2006,AFC South,JAX,14,@TEN,-3.5,41,"L, 17-24",Lost,Push
2010,AFC South,JAX,13,OAK,-3.5,41.5,"W, 38-31",Won,Over
2018,AFC South,JAX,7,HOU,-3.5,42.5,"L, 7-20",Lost,Under
2023,AFC South,JAX,1,@IND,-3.5,46.5,"W, 31-21",Won,Over
2023,AFC South,JAX,4,ATL,-3.5,42.5,"W, 23-7",Won,Under
2005,AFC South,JAX,4,DEN,-4,37.5,"L, 7-20",Lost,Under
2005,AFC South,JAX,10,@TEN,-4,38,"W, 31-28",Lost,Over
2005,AFC South,JAX,16,TEN,-4,38,"W, 40-13",Won,Over
2008,AFC South,JAX,2,BUF,-4,37,"L, 16-20",Lost,Under
2017,AFC South,JAX,4,@NYJ,-4,38.5,"L, 20-23",Lost,Over
2017,AFC South,JAX,15,@SFO,-4,43,"L, 33-44",Lost,Over
2019,AFC South,JAX,7,@CIN,-4,44.5,"W, 27-17",Won,Under
2023,AFC South,JAX,16,CAR,-4,36.5,"W, 26-0",Won,Under
